restaurant_id,lane,already_reached,name,phone,area,address,cuisine,chain_size,rating,review_count,status,website
5553037331,call,False,Sparrow House - Quarry End,(555) 303-7331,Rivera District,2907 W Ashfield Rd,Indian,SME,3.87,2030,open deal,
5552898870,desk,True,Alder Trattoria,(555) 289-8870,Cedar Cross,6511 N Cortez Rd,Mediterranean,large,3.95,2022,open deal,https://www.aldertrattoria.example
5559433282,desk,False,Bramble Oyster Bar,(555) 943-3282,Sablewood,3231 S Halloway St,Ethiopian,SME,4.17,2012,never in CRM,https://www.brambleoysterbar.example
5554802708,desk,False,Rosewater Cantina - Harbor Point,(555) 480-2708,Stillwater,"247 N Bayard Blvd, Verano Bay",Peruvian,SME,3.45,1990,never in CRM,https://www.rosewatercantina.example
5552642308,desk,False,Larkspur Grill,(555) 264-2308,Rivera District,3928 W Bayard Street,Barbecue,SME,3.7,1983,never in CRM,https://www.larkspurgrill.example
5557885534,desk,False,The Basil & Bone Tavern,(555) 788-5534,Cedar Cross,1955 S Quinton Avenue,Steakhouse,SME,3.9,1982,never in CRM,https://www.basilbonetavern.example
5551438322,desk,False,Magpie Oyster Bar,(555) 143-8322,Greenhithe,4255 W Halloway Ave,Peruvian,SME,3.4,1979,never in CRM,https://www.magpieoysterbar.example
5554910641,call,False,Marrow Smokehouse - Ferrymead,(555) 491-0641,Kingsway,1679 North Halloway Avenue,Indian,SME,3.47,1970,never in CRM,
5556372778,call,False,Palisade Dining Room Verano Bay,(555) 637-2778,Quarry End,879 West Bayard Avenue,Mediterranean,SME,4.43,1966,never in CRM,
5552638572,desk,True,Blue Heron Grill,(555) 263-8572,Stillwater,6221 N Wexley St,Greek,SME,4.3,1966,never in CRM,https://www.blueherongrill.example
5555693834,desk,False,Hearth Osteria,(555) 569-3834,Quarry End,5393 S Lindmere St,Spanish,SME,3.8,1960,never in CRM,https://www.hearthosteria.example
5551331612,desk,False,Harrow Alehouse,(555) 133-1612,Ashgrove,2152 W Calder Ave,Thai,SME,4.7,1960,never in CRM,https://www.harrowalehouse.example
5558429338,desk,True,Heron Steakhouse,(555) 842-9338,Alder Heights,3177 W Bayard Blvd,Spanish,SME,3.7,1957,never in CRM,https://www.heronsteakhouse.example
5553235042,desk,False,Sorrel Steakhouse,(555) 323-5042,Corvo Heights,7291 S Fennimore Ave,Thai,mid-cap,4.25,1950,open deal,https://www.sorrelsteakhouse.example
5559603193,desk,True,Bramble Taqueria,(555) 960-3193,Rivera District,2021 E Calder Blvd,Mexican,SME,3.55,1946,never in CRM,https://www.brambletaqueria.example
5553218989,desk,False,Palisade Table,(555) 321-8989,Cedar Cross,1880 E Prospect Blvd,Peruvian,SME,4.5,1943,open deal,https://www.palisadetable.example
5554955745,desk,False,Halcyon Wine Bar,(555) 495-5745,Marisol,4528 S Rivermead Blvd,Italian,SME,4.4,1938,open deal,https://www.halcyonwinebar.example
5551168603,desk,True,Umber Alehouse,(555) 116-8603,Stillwater,6999 W Calder Blvd,Mexican,SME,3.4,1936,open deal,https://www.umberalehouse.example
5557677285,call,False,Olive & Ash Supper Club,(555) 767-7285,Marisol,5870 S Rivermead Rd,Contemporary,SME,3.8,1907,open deal,
5551105140,desk,False,Kettle Taqueria,(555) 110-5140,Cedar Cross,4114 S Rivermead Ave,Peruvian,SME,4.2,1901,never in CRM,https://www.kettletaqueria.example
5558742493,desk,False,Cobalt Table,(555) 874-2493,Ferrymead,2325 E Tarrow Ave,Korean,SME,4.05,1897,never in CRM,https://www.cobalttable.example
5552791211,desk,False,Fernwood Dining Room Verano Bay,(555) 279-1211,Ashgrove,3929 E Serra Street,Thai,SME,3.95,1884,never in CRM,https://www.fernwooddiningroom.example
5551059707,call,False,Quill Trattoria,(555) 105-9707,Lantern Hill,7421 E Lindmere Blvd,Vietnamese,SME,4.9,1878,never in CRM,
5556050807,desk,False,The Oxbow Grill,(555) 605-0807,Greenhithe,1480 E Quinton Boulevard,Greek,large,4.5,1870,open deal,https://www.oxbowgrill.example
5557546610,desk,False,Inkwell Table,(555) 754-6610,Sunfield,7846 W Fennimore Blvd,Mexican,SME,4.1,1870,never in CRM,https://www.inkwelltable.example
5558179631,desk,False,Foxglove Trattoria - Palisade Park,(555) 817-9631,Ashgrove,5281 North Cortez St,Barbecue,SME,3.5,1870,never in CRM,https://www.foxglovetrattoria.example
5552851379,call,False,Marigold Table,(555) 285-1379,Bayview Flats,5917 E Fennimore Blvd,Seafood,SME,3.9,1868,never in CRM,
5553273749,desk,False,Magpie Room,(555) 327-3749,Cedar Cross,5955 W Quinton Rd,Thai,SME,4.4,1867,never in CRM,https://www.magpieroom.example
5559826948,desk,True,Silverfin Supper Club,(555) 982-6948,Ferrymead,5066 W Prospect St,Seafood,SME,3.7,1848,never in CRM,https://www.silverfinsupperclub.example
5557448043,desk,False,Basil & Bone Chophouse - Quarry End,(555) 744-8043,Stillwater,5706 S Cortez Ave,Steakhouse,SME,3.95,1841,never in CRM,https://www.basilbonechophouse.example
5554467597,desk,True,Sable Bistro,(555) 446-7597,Templeton,2181 N Mallow Street,Seafood,SME,4.53,1840,open deal,https://www.sablebistro.example
5555903517,call,False,Silverfin Tavern,(555) 590-3517,Kingsway,897 S Mallow Blvd,Ethiopian,SME,4.6,1831,open deal,
5551448502,desk,False,Yarrow Chophouse,(555) 144-8502,Calder Park,1666 N Ashfield Rd,Thai,SME,4.37,1831,never in CRM,https://www.yarrowchophouse.example
5559705657,desk,False,Inkwell House,(555) 970-5657,Cedar Cross,7119 S Vance St,French,SME,4.03,1827,never in CRM,https://www.inkwellhouse.example
5558908755,desk,False,The Ember Kitchen,(555) 890-8755,Stillwater,339 East Lindmere Rd,Italian,SME,4.33,1824,never in CRM,https://www.emberkitchen.example
5556544187,desk,True,Saffron Cantina,(555) 654-4187,Miradero,7522 E Prospect Blvd,Vietnamese,SME,3.55,1806,written off,https://www.saffroncantina.example
5559500363,call,True,Harrow Grill Restaurant,(555) 950-0363,Quarry End,7677 S Prospect Street,Indian,SME,4.6,1805,never in CRM,
5559947798,desk,False,Fernwood Wine Bar,(555) 994-7798,Kingsway,1001 W Lindmere Rd,French,SME,4.15,1779,open deal,https://www.fernwoodwinebar.example
5559383686,desk,False,VIOLET ROOM,(555) 938-3686,Rivera District,6942 N Wexley Rd,Mexican,SME,4.15,1776,never in CRM,https://www.violetroom.example
5552351065,visit,False,Nightjar Taqueria,(555) 235-1065,Bramble Row,367 E Rivermead St,Steakhouse,SME,3.5,1766,never in CRM,
5558385577,desk,False,Persimmon Grill,(555) 838-5577,Bramble Row,6742 N Prospect Blvd,Italian,large,4.2,1765,written off,https://www.persimmongrill.example
5553207694,visit,False,Motherland Osteria,(555) 320-7694,Miradero,7904 East Halloway Avenue,Indian,SME,3.35,1756,never in CRM,
5554637007,call,False,Saffron Dining Room,(555) 463-7007,Quarry End,5545 E Halloway Rd,Barbecue,SME,4.7,1755,never in CRM,
5556068031,desk,False,Persimmon Smokehouse,(555) 606-8031,Windrow,1560 N Vance St,Greek,SME,3.6,1755,never in CRM,https://www.persimmonsmokehouse.example
5558140250,desk,True,Silverfin Steakhouse,(555) 814-0250,Ashgrove,4082 W Quinton Blvd,Italian,SME,4.4,1750,never in CRM,https://www.silverfinsteakhouse.example
5558964603,desk,True,Dovetail Room,(555) 896-4603,Old Mill,4262 W Lindmere Rd,Steakhouse,SME,3.85,1750,never in CRM,https://www.dovetailroom.example
5556694701,visit,False,Violet Taqueria,(555) 669-4701,Ferrymead,3048 W Bayard Ave,Ethiopian,SME,4.83,1746,never in CRM,
5558918769,desk,False,Rambler Alehouse,(555) 891-8769,Harbor Point,103 N Halloway St,Thai,SME,4.7,1744,never in CRM,https://www.rambleralehouse.example
5554220907,desk,False,MAGPIE TABLE,(555) 422-0907,Fox Hollow,3663 W Lindmere Street,Polish,SME,3.75,1737,never in CRM,https://www.magpietable.example
5554703862,desk,False,Marrow Bistro,(555) 470-3862,Greenhithe,6425 E Ashfield Ave,Spanish,SME,3.3,1735,never in CRM,https://www.marrowbistro.example
5553453864,desk,False,Ironwood Cantina Restaurant,(555) 345-3864,Sunfield,3881 E Cortez Street,Polish,large,4.05,1733,open deal,https://www.ironwoodcantina.example
5553574192,desk,False,Verde Oyster Bar - Rivera District,(555) 357-4192,Bramble Row,273 West Quinton Boulevard,Polish,SME,4.07,1732,never in CRM,https://www.verdeoysterbar.example
5552998422,desk,False,Amber Tavern,(555) 299-8422,Old Mill,521 N Bayard Ave,Korean,SME,3.8,1730,never in CRM,https://www.ambertavern.example
5556255703,call,False,Basil & Bone Cantina,(555) 625-5703,Palisade Park,6835 S Halloway Rd,Thai,SME,4.1,1729,never in CRM,
5556939976,desk,False,Kinship Alehouse,(555) 693-9976,Corvo Heights,6370 S Rivermead St,Barbecue,SME,4.9,1727,open deal,https://www.kinshipalehouse.example
5559110221,desk,False,Wren Bistro,(555) 911-0221,Quarry End,182 N Cortez Ave,Italian,SME,4.5,1726,never in CRM,https://www.wrenbistro.example
5552574322,desk,False,Nightjar Tavern,(555) 257-4322,Greenhithe,"7850 E Vance Ave, Verano Bay",Greek,SME,3.75,1721,never in CRM,https://www.nightjartavern.example
5555448604,visit,False,Mercado Supper Club,(555) 544-8604,Sunfield,6388 S Fennimore Blvd,Greek,SME,4.6,1713,never in CRM,
5551733454,call,True,Magpie Chophouse Restaurant,(555) 173-3454,Calder Park,5269 S Bayard Road,Italian,SME,4.15,1704,never in CRM,
5551099297,desk,False,Marrow Grill,(555) 109-9297,Kingsway,4829 E Quinton Ave,Peruvian,SME,4.5,1703,never in CRM,https://www.marrowgrill.example
5556156469,desk,False,Gallow Wine Bar,(555) 615-6469,Windrow,5935 S Serra St,Ethiopian,SME,4.2,1701,never in CRM,https://www.gallowwinebar.example
5553340549,desk,False,Sixpence Grill,(555) 334-0549,Rivera District,285 S Halloway Ave,Spanish,SME,4.4,1698,never in CRM,https://www.sixpencegrill.example
5557178453,desk,True,The Basil & Bone Oyster Bar,(555) 717-8453,Sunfield,7530 E Wexley Ave,Greek,SME,4.35,1698,never in CRM,https://www.basilboneoysterbar.example
5553642088,desk,False,Tin Roof Osteria,(555) 364-2088,Harbor Point,7482 W Tarrow Rd,Mexican,SME,4.1,1695,never in CRM,https://www.tinroofosteria.example
5551625446,desk,False,Orchard Chophouse,(555) 162-5446,Fox Hollow,5527 W Ashfield Ave,Spanish,SME,4.15,1694,never in CRM,https://www.orchardchophouse.example
5552955334,desk,False,Foxtail Taqueria,(555) 295-5334,Templeton,5687 S Rivermead Rd,Steakhouse,SME,3.7,1691,never in CRM,https://www.foxtailtaqueria.example
5555237636,desk,True,WARBLER OSTERIA,(555) 523-7636,Sablewood,2685 West Mallow Avenue,Spanish,SME,4.27,1690,never in CRM,https://www.warblerosteria.example
5551459750,desk,False,Driftwood House,(555) 145-9750,Old Mill,4763 E Serra Rd,Peruvian,SME,4.4,1685,open deal,https://www.driftwoodhouse.example
5557046305,visit,False,Golden Hour Bistro,(555) 704-6305,Stillwater,3160 S Ashfield Ave,Indian,SME,3.5,1681,never in CRM,
5556858158,desk,True,Nettle Cantina Verano Bay,(555) 685-8158,Windrow,3653 West Cortez Street,Korean,SME,4.05,1680,never in CRM,https://www.nettlecantina.example
5554924989,desk,True,NINE BRIDGES TAVERN,(555) 492-4989,Fox Hollow,6278 North Fennimore Road,Steakhouse,SME,3.75,1678,open deal,https://www.ninebridgestavern.example
5556007918,desk,False,Marigold House,(555) 600-7918,Sunfield,5776 N Calder Ave,Thai,SME,3.7,1676,never in CRM,https://www.marigoldhouse.example
5554487331,desk,False,Prairie Trattoria,(555) 448-7331,Rivera District,7412 E Wexley St,Indian,SME,4.25,1671,never in CRM,https://www.prairietrattoria.example
5551758004,call,False,The Olive & Ash Oyster Bar,(555) 175-8004,Bramble Row,5318 E Calder Boulevard,Japanese,SME,4.15,1664,never in CRM,
5552571205,desk,False,Roan Oyster Bar,(555) 257-1205,Sablewood,6651 S Rivermead St,Vietnamese,SME,4.7,1657,never in CRM,https://www.roanoysterbar.example
5553975601,call,False,Anchor Grill,(555) 397-5601,Templeton,5815 W Mallow Rd,Greek,SME,4.7,1656,open deal,
5559228336,call,False,Bramble Steakhouse,(555) 922-8336,Bayview Flats,7146 E Prospect St,Spanish,SME,4.4,1652,never in CRM,
5552151816,desk,True,Thistle Tavern,(555) 215-1816,Harbor Point,2582 N Lindmere Rd,Mexican,SME,4.7,1651,open deal,https://www.thistletavern.example
5557046949,call,False,Basil & Bone Bistro - Quarry End,(555) 704-6949,Alder Heights,381 West Bayard Boulevard,Thai,SME,3.7,1646,never in CRM,
5552429729,desk,False,Foxtail Dining Room,(555) 242-9729,Corvo Heights,1231 S Quinton Rd,Thai,SME,3.7,1630,open deal,https://www.foxtaildiningroom.example
5557707201,desk,True,Amber Kitchen,(555) 770-7201,Quarry End,2813 W Lindmere St,Barbecue,SME,3.9,1629,never in CRM,https://www.amberkitchen.example
5555032669,desk,False,Juniper Chophouse - Calder Park,(555) 503-2669,Sablewood,2680 E Ashfield Blvd,Steakhouse,mid-cap,3.78,1627,written off,https://www.juniperchophouse.example
5557968259,desk,False,Plumb Kitchen Verano Bay,(555) 796-8259,Windrow,7039 W Calder Blvd,Barbecue,SME,3.77,1627,never in CRM,https://www.plumbkitchen.example
5551858967,call,False,Orchard Table,(555) 185-8967,Harbor Point,502 E Mallow Ave,Contemporary,SME,4.75,1626,never in CRM,
5557818874,desk,True,Saffron Room,(555) 781-8874,Bayview Flats,3453 E Wexley Road,Mexican,SME,3.7,1620,never in CRM,https://www.saffronroom.example
5558230838,desk,False,Quarry Chophouse,(555) 823-0838,Stillwater,6946 S Quinton Rd,Thai,SME,3.6,1619,never in CRM,https://www.quarrychophouse.example
5555741304,desk,False,Amber Osteria,(555) 574-1304,Calder Park,3310 N Halloway St,Seafood,SME,3.8,1607,never in CRM,https://www.amberosteria.example
5557237907,desk,False,Basil and Bone Room,(555) 723-7907,Templeton,1052 North Rivermead Avenue,Vietnamese,mid-cap,3.5,1606,never in CRM,https://www.basilboneroom.example
5554836888,call,False,Marrow Taqueria,(555) 483-6888,Palisade Park,6309 E Cortez Blvd,Japanese,SME,4.7,1603,never in CRM,
5555104238,desk,False,Motherland Steakhouse,(555) 510-4238,Bayview Flats,2861 S Bayard Ave,Greek,SME,4.05,1602,never in CRM,https://www.motherlandsteakhouse.example
5556146957,desk,True,Warbler Wine Bar,(555) 614-6957,Palisade Park,3831 S Serra St,Mediterranean,mid-cap,3.6,1598,open deal,https://www.warblerwinebar.example
5552144310,desk,False,Silverfin Grill,(555) 214-4310,Stillwater,4218 S Bayard Rd,Steakhouse,mid-cap,4.47,1598,never in CRM,https://www.silverfingrill.example
5554418723,desk,False,Understory Trattoria,(555) 441-8723,Old Mill,4373 S Quinton Blvd,Seafood,SME,3.4,1593,never in CRM,https://www.understorytrattoria.example
5556021457,desk,False,Larkspur Smokehouse,(555) 602-1457,Cedar Cross,3300 E Vance St,Contemporary,SME,4.25,1593,never in CRM,https://www.larkspursmokehouse.example
5556942624,desk,False,Tidewater Dining Room Restaurant,(555) 694-2624,Kingsway,2494 S Halloway Rd,Italian,SME,3.72,1592,never in CRM,https://www.tidewaterdiningroom.example
5552246752,desk,True,Ironwood Tavern Restaurant,(555) 224-6752,Corvo Heights,5473 N Wexley Boulevard,Steakhouse,SME,4.2,1588,never in CRM,https://www.ironwoodtavern.example
5557177751,desk,False,Verde Kitchen,(555) 717-7751,Ashgrove,1234 N Mallow Ave,Ethiopian,SME,3.83,1584,open deal,https://www.verdekitchen.example
5559890084,desk,False,Kinship Bistro,(555) 989-0084,Sunfield,306 S Rivermead St,Barbecue,SME,4.8,1578,open deal,https://www.kinshipbistro.example
5559303309,call,False,Basil & Bone Supper Club,(555) 930-3309,Quarry End,7037 N Calder Rd,Barbecue,SME,4.5,1575,open deal,
5559725943,desk,False,Quarry Supper Club,(555) 972-5943,Miradero,3716 E Wexley Ave,Vietnamese,SME,3.8,1572,never in CRM,https://www.quarrysupperclub.example
5552370248,desk,False,Marigold Bistro,(555) 237-0248,Windrow,1390 W Fennimore Ave,Greek,SME,4.05,1565,never in CRM,https://www.marigoldbistro.example
5554114943,desk,False,Blue Heron Brasserie,(555) 411-4943,Lantern Hill,3268 North Fennimore Ave,Peruvian,SME,3.35,1565,never in CRM,https://www.blueheronbrasserie.example
5551177663,desk,False,Salt & Vine Dining Room,(555) 117-7663,Old Mill,6894 W Bayard Ave,Ethiopian,SME,4.15,1563,never in CRM,https://www.saltvinediningroom.example
5556465444,call,False,Kingfisher Osteria,(555) 646-5444,Sablewood,5041 N Halloway Blvd,Polish,SME,4.75,1557,never in CRM,
5554950450,call,False,Marigold Room,(555) 495-0450,Palisade Park,1040 E Quinton Blvd,Korean,SME,3.45,1556,never in CRM,
5553615085,call,True,Dovetail Alehouse,(555) 361-5085,Sablewood,3207 E Cortez St,Mediterranean,SME,4.7,1553,never in CRM,
5553663705,desk,False,Understory Wine Bar - Old Mill,(555) 366-3705,Bayview Flats,1355 West Fennimore Road,Mexican,SME,3.9,1552,never in CRM,https://www.understorywinebar.example
5559882462,desk,True,Sixpence Cantina,(555) 988-2462,Calder Park,3531 E Fennimore Blvd,Steakhouse,SME,4.3,1549,never in CRM,https://www.sixpencecantina.example
5558805470,call,True,Persimmon Room,(555) 880-5470,Rivera District,916 W Serra Rd,Polish,SME,4.6,1546,never in CRM,
5552011055,desk,False,Cobalt Brasserie,(555) 201-1055,Miradero,3698 S Lindmere Blvd,Greek,SME,3.85,1538,never in CRM,https://www.cobaltbrasserie.example
5554027189,desk,False,Amber Wine Bar,(555) 402-7189,Rivera District,2528 N Rivermead Rd,Contemporary,SME,4.6,1537,never in CRM,https://www.amberwinebar.example
5551669436,desk,False,Saffron Tavern,(555) 166-9436,Bayview Flats,5342 West Prospect Street,Vietnamese,SME,4.38,1536,open deal,https://www.saffrontavern.example
5554139264,desk,True,Amber Chophouse,(555) 413-9264,Rivera District,389 W Calder St,Peruvian,SME,3.5,1533,never in CRM,https://www.amberchophouse.example
5551110904,call,True,Thistle Table,(555) 111-0904,Fox Hollow,5738 S Tarrow Blvd,Thai,SME,3.8,1533,never in CRM,
5553830788,desk,True,Ember Dining Room,(555) 383-0788,Bayview Flats,6846 S Tarrow Rd,Mediterranean,SME,3.7,1531,open deal,https://www.emberdiningroom.example
5555390639,desk,False,Kinship Dining Room,(555) 539-0639,Harbor Point,3083 N Calder St,Indian,mid-cap,4.3,1530,open deal,https://www.kinshipdiningroom.example
5551998018,desk,False,Loam Kitchen,(555) 199-8018,Alder Heights,3053 E Quinton Ave,Barbecue,SME,3.45,1525,open deal,https://www.loamkitchen.example
5558418408,desk,True,VIOLET STEAKHOUSE,(555) 841-8408,Bramble Row,3855 West Rivermead Avenue,Spanish,SME,3.95,1523,open deal,https://www.violetsteakhouse.example
5552794652,visit,False,Sable Wine Bar,(555) 279-4652,Cedar Cross,2111 S Rivermead Blvd,Korean,SME,4.3,1522,never in CRM,
5557382144,desk,True,Larkspur Trattoria,(555) 738-2144,Sunfield,"6277 N Ashfield St, Verano Bay",Seafood,SME,4.95,1521,never in CRM,https://www.larkspurtrattoria.example
5557388037,call,False,Sixpence Dining Room,(555) 738-8037,Templeton,6931 N Vance Blvd,Vietnamese,SME,4.37,1519,never in CRM,
5555272529,desk,False,The Nightjar Chophouse,(555) 527-2529,Quarry End,379 S Vance Rd,Spanish,SME,4.13,1517,never in CRM,https://www.nightjarchophouse.example
5559176544,call,False,Anchor Steakhouse,(555) 917-6544,Miradero,6475 E Cortez Ave,Mexican,SME,4.5,1516,never in CRM,
5551996902,desk,False,Ironwood Smokehouse,(555) 199-6902,Greenhithe,3610 N Cortez Ave,Seafood,large,3.6,1513,open deal,https://www.ironwoodsmokehouse.example
5556774053,desk,False,Inkwell Kitchen,(555) 677-4053,Calder Park,1369 N Rivermead Rd,Greek,mid-cap,4.3,1507,never in CRM,https://www.inkwellkitchen.example
5557210580,desk,True,Thistle Wine Bar,(555) 721-0580,Fox Hollow,2479 S Bayard Blvd,Contemporary,SME,3.6,1505,never in CRM,https://www.thistlewinebar.example
5559107149,call,False,Marigold Oyster Bar,(555) 910-7149,Palisade Park,5208 W Fennimore St,Seafood,SME,3.75,1492,never in CRM,
5556117505,desk,False,Marrow Brasserie,(555) 611-7505,Bramble Row,3386 W Halloway St,Spanish,mid-cap,3.8,1491,never in CRM,https://www.marrowbrasserie.example
5555393381,visit,False,Foxglove Taqueria,(555) 539-3381,Stillwater,1754 E Prospect Rd,Indian,SME,3.8,1491,never in CRM,
5552360630,desk,True,Warbler Chophouse,(555) 236-0630,Ashgrove,7078 S Calder St,Mexican,SME,4.9,1487,never in CRM,https://www.warblerchophouse.example
5553187327,call,True,Juniper Kitchen,(555) 318-7327,Rivera District,1394 E Quinton Rd,Vietnamese,SME,4.45,1484,never in CRM,
5556047736,desk,False,Sixpence Osteria,(555) 604-7736,Greenhithe,3062 W Mallow St,Italian,SME,4.2,1484,never in CRM,https://www.sixpenceosteria.example
5558355006,desk,False,Rosewater Taqueria,(555) 835-5006,Fox Hollow,701 N Ashfield Ave,Italian,SME,4.8,1481,never in CRM,https://www.rosewatertaqueria.example
