restaurant_id,rank,score,name,phone,area,address,cuisine,price_band,chain_size,rating,review_count,pos,pos_source,pos_seen,status,days_idle,owners,contact,contact_role,website,reason
5557552562,43,75,Violet Osteria,(555) 755-2562,Old Mill,7670 E Prospect Rd,French,$$$,SME,3.45,1503,Cadence,human call,2026-07-21,never in CRM,,,,,https://www.violetosteria.example,"1,503 reviews · Cadence per human call on 2026-07-21 · never contacted"
5552159729,44,74,Warbler House,(555) 215-9729,Windrow,6067 E Wexley Blvd,Thai,$$,SME,3.8,1332,Vellum,ai call,2026-07-18,never in CRM,,,Elena Brown,Managing Partner,https://www.warblerhouse.example,"1,332 reviews · Vellum per ai call on 2026-07-18 · never contacted · Elena Brown (Managing Partner) on file"
5551781499,45,74,Thistle Chophouse,(555) 178-1499,Ferrymead,7471 West Prospect Street,Mediterranean,$$$,SME,3.87,1169,Cadence,ai call,2026-07-24,never in CRM,,,Sean Le,,https://www.thistlechophouse.example,"1,169 reviews · Cadence per ai call on 2026-07-24 · never contacted · Sean Le (None) on file"
5552421700,46,73,Cobalt Taqueria,(555) 242-1700,Windrow,5683 E Serra Blvd,Vietnamese,$$$$,large,4.4,2083,Vellum,ai call,2026-07-13,open deal,30.0,1.0,,,https://www.cobalttaqueria.example,"2,083 reviews · large operator · Vellum per ai call on 2026-07-13 · deal idle 30 days"
5558678270,47,73,Rookery Chophouse,(555) 867-8270,Fox Hollow,266 S Rivermead Ave,Korean,$$$$,SME,4.0,1698,Orbit,ai call,2026-07-06,never in CRM,,,,,https://www.rookerychophouse.example,"1,698 reviews · Orbit per ai call on 2026-07-06 · never contacted"
5558464523,48,73,Thistle Supper Club,(555) 846-4523,Cedar Cross,755 E Calder St,Ethiopian,$,SME,4.3,1682,Orbit,ai call,2026-06-18,never in CRM,,,,,https://www.thistlesupperclub.example,"1,682 reviews · Orbit per ai call on 2026-06-18 · never contacted"
5559412356,49,73,Nettle Trattoria,(555) 941-2356,Alder Heights,2102 E Fennimore Blvd,Barbecue,$$,SME,4.1,1504,Cadence,ai call,2026-08-01,never in CRM,,,,,,"1,504 reviews · Cadence per ai call on 2026-08-01 · never contacted"
5554568069,50,73,Halcyon Bistro,(555) 456-8069,Alder Heights,2625 S Fennimore Rd,Thai,$$$,SME,3.8,980,Northstar,human call,2026-07-19,never in CRM,,,Sean Singh,Operations Manager,https://www.halcyonbistro.example,980 reviews · Northstar per human call on 2026-07-19 · never contacted · Sean Singh (Operations Manager) on file
5558640367,51,73,Orchard Steakhouse,(555) 864-0367,Bramble Row,7209 S Ashfield St,Mediterranean,$$,SME,3.85,913,Tessera,human call,2026-06-20,never in CRM,,,Tony Novak,Owner,https://www.orchardsteakhouse.example,913 reviews · Tessera per human call on 2026-06-20 · never contacted · Tony Novak (Owner) on file
5553310203,52,73,Tallgrass Oyster Bar - Cedar Cross,(555) 331-0203,Stillwater,1645 East Quinton Boulevard,Mexican,$$$,large,3.9,894,Vellum,human call,2026-07-01,open deal,174.0,1.0,Deborah Miller,Operations Manager,https://www.tallgrassoysterbar.example,894 reviews · large operator · Vellum per human call on 2026-07-01 · deal idle 174 days · Deborah Miller (Operations Manager) on file
5554986160,53,73,Gallow Chophouse,(555) 498-6160,Greenhithe,2070 E Serra St,Steakhouse,$$$,SME,3.65,883,Cadence,human call,2026-06-27,never in CRM,,,Marcus Garcia,Operations Manager,,883 reviews · Cadence per human call on 2026-06-27 · never contacted · Marcus Garcia (Operations Manager) on file
5552335723,54,73,Oxbow Cantina,(555) 233-5723,Templeton,1163 W Rivermead Blvd,Contemporary,$$$,SME,4.7,754,Cadence,ai call,2026-06-12,never in CRM,,,Raj Hernandez,General Manager,https://www.oxbowcantina.example,754 reviews · Cadence per ai call on 2026-06-12 · never contacted · Raj Hernandez (General Manager) on file · rated 4.7
5556266371,55,73,Wildwood Chophouse,(555) 626-6371,Stillwater,1479 W Prospect Rd,Korean,$$,SME,3.6,691,Vellum,human call,2026-07-10,never in CRM,,,Jennifer Okafor,GM,https://www.wildwoodchophouse.example,691 reviews · Vellum per human call on 2026-07-10 · never contacted · Jennifer Okafor (GM) on file
5555658909,56,73,Bluebird Taqueria,(555) 565-8909,Marisol,2581 E Vance Blvd,Ethiopian,$$,SME,4.5,689,Vellum,ai call,2026-06-22,never in CRM,,,Victor Brown,Owner,https://www.bluebirdtaqueria.example,689 reviews · Vellum per ai call on 2026-06-22 · never contacted · Victor Brown (Owner) on file · rated 4.5
5558946054,57,73,Tidewater Supper Club,(555) 894-6054,Old Mill,2154 W Quinton Blvd,Barbecue,$$,SME,3.9,652,Northstar,human call,2026-06-26,never in CRM,,,Frank Chen,Co-Owner,https://www.tidewatersupperclub.example,652 reviews · Northstar per human call on 2026-06-26 · never contacted · Frank Chen (Co-Owner) on file
5554861457,58,73,Foxglove Brasserie,(555) 486-1457,Corvo Heights,3380 South Fennimore Boulevard,Contemporary,$,SME,3.5,649,Cadence,human call,2026-07-16,never in CRM,,,Sofia Doyle,Owner,https://www.foxglovebrasserie.example,649 reviews · Cadence per human call on 2026-07-16 · never contacted · Sofia Doyle (Owner) on file
5557280731,59,73,Loam Chophouse,(555) 728-0731,Kingsway,7055 S Mallow Rd,Korean,$$,SME,3.45,646,Vellum,human call,2026-08-02,never in CRM,,,Elena Garcia,General Manager,https://www.loamchophouse.example,646 reviews · Vellum per human call on 2026-08-02 · never contacted · Elena Garcia (General Manager) on file
5559145068,60,73,Salt & Vine House,(555) 914-5068,Cedar Cross,7933 W Mallow St,Thai,$$$,SME,3.6,567,Cadence,human call,2026-07-09,never in CRM,,,Ahmed Petrou,General Manager,https://www.saltvinehouse.example,567 reviews · Cadence per human call on 2026-07-09 · never contacted · Ahmed Petrou (General Manager) on file
5558450001,61,72,Wren Table,(555) 845-0001,Ferrymead,3765 S Prospect Blvd,Italian,$$$$,SME,4.3,1224,Northstar,human call,2026-06-26,open deal,64.0,1.0,Beatriz Murphy,General Manager,,"1,224 reviews · Northstar per human call on 2026-06-26 · deal idle 64 days · Beatriz Murphy (General Manager) on file"
5559014274,62,72,Juniper Room,(555) 901-4274,Corvo Heights,1658 N Bayard Rd,Indian,$$,SME,4.6,475,Northstar,human call,2026-08-01,never in CRM,,,Nadia Patel,Owner,https://www.juniperroom.example,475 reviews · Northstar per human call on 2026-08-01 · never contacted · Nadia Patel (Owner) on file · rated 4.6
5557808383,63,71,Vesper Alehouse,(555) 780-8383,Corvo Heights,4816 W Ashfield Blvd,Steakhouse,$$,mid-cap,4.4,898,Vellum,human call,2026-06-20,open deal,40.0,2.0,Robert Kowalski,Owner,https://www.vesperalehouse.example,898 reviews · mid-cap operator · Vellum per human call on 2026-06-20 · deal idle 40 days · Robert Kowalski (Owner) on file
5553789332,64,71,Umber Room,(555) 378-9332,Cedar Cross,6760 E Halloway Blvd,Barbecue,$$,mid-cap,4.3,736,Vellum,human call,2026-07-12,open deal,159.0,1.0,Rachel Lopez,Owner,https://www.umberroom.example,736 reviews · mid-cap operator · Vellum per human call on 2026-07-12 · deal idle 159 days · Rachel Lopez (Owner) on file
5559274700,65,70,Kinship Room - Miradero,(555) 927-4700,Miradero,5103 N Prospect Ave,Mexican,$,SME,3.75,2101,Vellum,ai call,2026-07-17,never in CRM,,,,,https://www.kinshiproom.example,"2,101 reviews · Vellum per ai call on 2026-07-17 · never contacted"
5556703844,66,70,Rookery Steakhouse,(555) 670-3844,Corvo Heights,5678 N Serra Rd,Mexican,$$$,SME,3.8,2030,Orbit,ai call,2026-07-20,never in CRM,,,,,https://www.rookerysteakhouse.example,"2,030 reviews · Orbit per ai call on 2026-07-20 · never contacted"
5552081551,67,70,Bramble Osteria,(555) 208-1551,Palisade Park,6332 N Calder Ave,Greek,$,SME,3.75,1964,Cadence,ai call,2026-07-10,never in CRM,,,,,,"1,964 reviews · Cadence per ai call on 2026-07-10 · never contacted"
5553443772,68,70,Amber Grill Verano Bay,(555) 344-3772,Alder Heights,1603 North Quinton Road,Italian,$$$,SME,3.57,1916,Cadence,ai call,2026-07-15,open deal,160.0,1.0,Maria Andino,Managing Partner,https://www.ambergrill.example,"1,916 reviews · Cadence per ai call on 2026-07-15 · deal idle 160 days · Maria Andino (Managing Partner) on file"
5552857292,69,70,Golden Hour Smokehouse,(555) 285-7292,Marisol,1057 W Mallow Rd,Mediterranean,$$$,SME,3.65,1853,Northstar,ai call,2026-06-28,never in CRM,,,,,,"1,853 reviews · Northstar per ai call on 2026-06-28 · never contacted"
5554938722,70,70,Sparrow Room,(555) 493-8722,Stillwater,7146 S Cortez Street,Contemporary,$$$,mid-cap,3.77,1762,Cadence,human call,2026-06-28,open deal,133.0,1.0,,,https://www.sparrowroom.example,"1,762 reviews · mid-cap operator · Cadence per human call on 2026-06-28 · deal idle 133 days"
5556851661,71,70,Dovetail Brasserie,(555) 685-1661,Sablewood,7030 E Ashfield St,French,$$$,SME,3.7,1666,Cadence,ai call,2026-07-09,never in CRM,,,,,https://www.dovetailbrasserie.example,"1,666 reviews · Cadence per ai call on 2026-07-09 · never contacted"
5559165753,72,70,Basil & Bone Osteria,(555) 916-5753,Windrow,3897 W Prospect Ave,Indian,$$$,SME,3.8,1650,Northstar,ai call,2026-07-13,never in CRM,,,,,https://www.basilboneosteria.example,"1,650 reviews · Northstar per ai call on 2026-07-13 · never contacted"
5551682202,73,70,Inkwell Grill,(555) 168-2202,Ashgrove,7537 W Wexley Blvd,Indian,$$,SME,3.8,1626,Vellum,ai call,2026-07-23,open deal,56.0,1.0,Frank Rodriguez,General Manager,https://www.inkwellgrill.example,"1,626 reviews · Vellum per ai call on 2026-07-23 · deal idle 56 days · Frank Rodriguez (General Manager) on file"
5553077951,74,70,Cardinal Taqueria,(555) 307-7951,Rivera District,207 N Wexley Ave,Spanish,$$,SME,3.75,1536,Cadence,ai call,2026-07-27,never in CRM,,,,,https://www.cardinaltaqueria.example,"1,536 reviews · Cadence per ai call on 2026-07-27 · never contacted"
5555057261,75,70,Foxtail Room,(555) 505-7261,Templeton,4987 S Quinton Ave,Spanish,$,SME,4.0,313,Northstar,human call,2026-07-02,never in CRM,,,Michael Novak,Owner,https://www.foxtailroom.example,313 reviews · Northstar per human call on 2026-07-02 · never contacted · Michael Novak (Owner) on file
5554784952,76,70,Cobalt Kitchen,(555) 478-4952,Corvo Heights,5311 E Prospect St,Spanish,$$$$,SME,4.3,272,Cadence,human call,2026-07-24,never in CRM,,,Grace Hernandez,Managing Partner,https://www.cobaltkitchen.example,272 reviews · Cadence per human call on 2026-07-24 · never contacted · Grace Hernandez (Managing Partner) on file
5553360489,77,70,Cobalt House,(555) 336-0489,Kingsway,2816 S Ashfield Blvd,Thai,$,SME,4.0,246,Northstar,human call,2026-07-01,never in CRM,,,James Brown,General Manager,,246 reviews · Northstar per human call on 2026-07-01 · never contacted · James Brown (General Manager) on file
5557250459,78,69,Warbler Oyster Bar,(555) 725-0459,Ashgrove,3669 E Fennimore Blvd,Spanish,$$$$,mid-cap,3.9,1425,Vellum,ai call,2026-07-30,never in CRM,,,,,https://www.warbleroysterbar.example,"1,425 reviews · mid-cap operator · Vellum per ai call on 2026-07-30 · never contacted"
5557289782,79,69,Pike Grill,(555) 728-9782,Bayview Flats,7737 W Cortez St,Italian,$$$$,mid-cap,4.9,1338,Meridian Cloud,human call,2026-06-29,open deal,5.0,2.0,James Johnson,Owner,https://www.pikegrill.example,"1,338 reviews · mid-cap operator · Meridian Cloud per human call on 2026-06-29 · a rep is working it now · James Johnson (Owner) on file · rated 4.9"
5556720362,80,69,Fallowfield Chophouse,(555) 672-0362,Templeton,"3266 N Rivermead Blvd, Verano Bay",Korean,$$,mid-cap,4.5,1204,Northstar,crm field,2026-07-02,open deal,32.0,1.0,David Miller,,https://www.fallowfieldchophouse.example,"1,204 reviews · mid-cap operator · Northstar per crm field on 2026-07-02 · deal idle 32 days · David Miller (None) on file · rated 4.5"
5558510642,81,69,FOXTAIL TABLE,(555) 851-0642,Lantern Hill,6682 North Vance Street,Indian,$$,SME,4.85,1154,Cadence,ai call,2026-06-26,never in CRM,,,,,,"1,154 reviews · Cadence per ai call on 2026-06-26 · never contacted · rated 4.85"
5556336528,82,68,Magpie Bistro,(555) 633-6528,Templeton,965 S Quinton Rd,Ethiopian,$$$,SME,4.0,1772,Vellum,website,2026-07-26,never in CRM,,,David Rossi,,https://www.magpiebistro.example,"1,772 reviews · Vellum per website on 2026-07-26 · never contacted · David Rossi (None) on file"
5553761703,83,68,Ember Wine Bar,(555) 376-1703,Palisade Park,"5087 S Cortez Rd, Verano Bay",Barbecue,$,SME,4.0,1547,Vellum,human call,2026-07-14,open deal,82.0,1.0,,,https://www.emberwinebar.example,"1,547 reviews · Vellum per human call on 2026-07-14 · deal idle 82 days"
5555663377,84,68,Quarry Grill,(555) 566-3377,Alder Heights,2428 S Quinton St,Indian,$$$,SME,3.8,886,Northstar,ai call,2026-06-27,never in CRM,,,Victor Schmidt,Owner,https://www.quarrygrill.example,886 reviews · Northstar per ai call on 2026-06-27 · never contacted · Victor Schmidt (Owner) on file
5552987200,85,68,Golden Hour Steakhouse,(555) 298-7200,Bramble Row,765 S Calder St,Peruvian,$$$$,SME,3.8,869,Cadence,ai call,2026-07-01,never in CRM,,,Frank Rodriguez,General Manager,https://www.goldenhoursteakhouse.example,869 reviews · Cadence per ai call on 2026-07-01 · never contacted · Frank Rodriguez (General Manager) on file
5556312207,86,68,Kingfisher Supper Club,(555) 631-2207,Sablewood,"2950 N Tarrow Ave, Verano Bay",Greek,$,SME,3.6,811,Cadence,ai call,2026-08-02,never in CRM,,,Grace Vasquez,Co-Owner,https://www.kingfishersupperclub.example,811 reviews · Cadence per ai call on 2026-08-02 · never contacted · Grace Vasquez (Co-Owner) on file
